ID,Location,Specific Location,Amenities,Bedroom,Bathroom,Toilet,New,Duplex,Lux,Estate,rank,Price
0,ajah,"6, abimbola owodunni close, seaside estate, off badore road, ajah, lekki, lagos. badore ajah lagos",7,4,3,4,0,0,0,1,5,1200000
1,ajah,badore ajah lagos,9,5,4,5,1,1,0,1,8,3000000
2,ajah,lekki palm city ajah lagos,11,6,5,6,1,1,0,1,9,4000000
3,ajah,- thomas estate ajah lagos,9,5,4,5,1,1,1,1,8,5000000
4,ajah,ajah lagos,9,5,4,5,1,1,0,1,8,3000000
5,ajah,allied garden estate badore ajah lagos,5,3,2,3,0,0,0,1,4,900000
6,ajah,silver point estate badore ajah lagos,5,3,2,3,0,0,0,1,4,900000
7,ajah,"  immediately after shoprite, sangotedo, lekki, lagos crown estate ajah lagos",9,5,4,5,1,1,0,1,8,3000000
8,ajah,by general paint olokonla ajah lagos,7,4,3,4,1,1,1,1,5,2500000
9,ajah,virgo estate badore ajah lagos,5,3,2,3,0,0,0,1,4,900000
10,ajah,unity estate badore ajah lagos,8,4,4,4,0,0,0,1,5,1200000
11,ajah,marshyhill eatate ado ajah lagos,7,4,3,4,0,0,0,1,5,1200000
12,ajah,happy land estate olokonla ajah lagos,9,5,4,5,1,1,0,1,8,3000000
13,ajah,marshyhill estate ado ajah lagos,7,4,3,4,0,0,0,1,5,1200000
14,ajah,inside estate badore ajah lagos,2,1,1,1,0,0,0,1,1,400000
15,ajah,badore ajah lagos,2,1,1,1,0,0,0,1,1,400000
16,ajah,- ado ajah lagos,2,1,1,1,0,0,0,1,1,400000
17,ajah,badore ajah lagos,3,2,1,2,1,1,0,1,4,800000
18,ajah,grenadine estate sangotedo ajah lagos,7,4,3,4,1,0,0,1,5,1400000
19,ajah,"  grenadine estate, by shoprite sangotedo ajah lagos",7,4,3,4,1,1,1,1,5,1700000
20,ajah,ado ajah lagos,7,4,3,4,1,0,0,1,5,1400000
21,ajah,"  abijo gra, lekki, lagos abijo ajah lagos",14,6,8,6,1,1,0,1,9,4000000
22,ajah,happy land estate olokonla ajah lagos,7,4,3,4,1,1,1,1,5,2000000
23,ajah,by blenco supermarket sangotedo ajah lagos,2,1,1,1,1,1,1,1,1,550000
24,ajah,mrs ajah lagos,8,4,4,4,0,0,0,1,5,1200000
25,ajah,"  salvation estate, off addo/langbasa road, ajah lagos",4,3,1,3,1,1,0,1,4,1000000
26,ajah,royal gardens ajiwe ajah lagos,11,6,5,6,1,1,0,1,9,4000000
27,ajah,badore ajah lagos,8,4,4,4,0,0,0,1,5,1200000
28,ajah,- badore ajah lagos,2,1,1,1,0,0,0,1,1,400000
29,ajah,"  royal garden estate, ajiwe ajah lagos",11,6,5,6,1,1,1,1,9,5000000
30,ajah,ado ajah lagos,9,5,4,5,1,1,0,1,8,3000000
31,ajah,ado ajah lagos,10,6,4,6,1,1,0,1,9,4000000
32,ajah,awoyaya ajah lagos,2,1,1,1,0,0,0,1,1,400000
33,ajah,infinity estate ado ajah lagos,8,4,4,4,0,0,0,1,5,1200000
34,ajah,"  mobil estate, ilaje off northwest filling station ilaje ajah lagos",9,5,4,5,1,1,0,1,8,3000000
35,ajah,- thomas estate ajah lagos,6,3,3,3,1,1,1,1,4,1500000
36,ajah,cooperative estate badore ajah lagos,7,4,3,4,0,0,0,1,5,1200000
37,ajah,mrs ajah lagos,4,2,2,2,1,1,0,1,4,800000
38,ajah,mobile road ilaje ajah lagos,5,3,2,3,1,1,1,1,4,1200000
39,ajah,silver point estate badore ajah lagos,5,3,2,3,1,1,1,1,4,2300000
40,ajah,abijo ajah lagos,2,1,1,1,0,0,0,1,1,400000
41,ajah,alpha bus stop sangotedo ajah lagos,3,2,1,2,1,1,0,1,4,800000
42,ajah,inside estate ado ajah lagos,6,3,3,3,0,0,0,1,4,900000
43,ajah,inside estate badore ajah lagos,2,1,1,1,0,0,0,1,1,400000
44,ajah,ado ajah lagos,4,2,2,2,1,1,0,1,4,800000
45,ajah,badore ajah lagos,9,5,4,5,1,1,0,1,8,3000000
46,ajah,shoprite monastery road sangotedo ajah lagos,9,5,4,5,1,1,0,1,8,3000000
47,ajah,good news estate sangotedo ajah lagos,7,4,3,4,1,0,0,1,5,1300000
48,ajah,diamond estate sangotedo ajah lagos,9,5,4,5,1,1,0,1,8,3000000
49,ajah,oke ira kekere ajah lagos,7,4,3,4,0,0,0,1,5,1200000
50,ajah,harmony estate ado ajah lagos,7,4,3,4,0,0,0,1,5,1200000
53,ajah,abraham adesanya estate ajah lagos,6,3,3,3,1,1,0,1,4,1000000
54,ajah,marshy hill estate akins ado ajah lagos,2,1,1,1,1,1,1,1,1,550000
55,ajah,general paint alasia ajah ajah lagos,9,5,4,5,1,1,0,1,8,3000000
56,ajah,thomas estate ajah thomas estate ajah lagos,5,3,2,3,0,0,0,1,4,900000
57,ajah,marina estate behind unity estate badore ajah badore ajah lagos,3,2,1,2,1,1,0,1,4,800000
58,ajah,marshy hill estate ado ajah lagos,2,1,1,1,0,0,0,1,1,400000
59,ajah,jubril estate olokonla just by lagos business school ajah olokonla ajah lagos,7,4,3,4,0,0,0,1,5,1200000
60,ajah,good news estate sangotedo ajah lagos,7,4,3,4,0,0,0,1,5,1200000
61,ajah,- abraham adesanya estate ajah lagos,2,1,1,1,1,0,0,1,1,450000
62,ajah,ilaje opposite vgc ilaje ajah lagos,7,4,3,4,1,1,1,1,5,1600000
63,ajah,good news estate sangotedo sangotedo ajah lagos,7,4,3,4,0,0,0,1,5,1200000
64,ajah,in an estate. badore ajah lagos,5,3,2,3,0,0,0,1,4,900000
65,ajah,marshy hill estate ado ajah lagos,7,4,3,4,0,0,0,1,5,1200000
66,ajah,by abraham adesanya estate lekki gardens estate ajah lagos,7,4,3,4,1,1,1,1,5,1600000
67,ajah,... abraham adesanya estate ajah lagos,4,2,2,2,1,1,1,1,4,900000
68,ajah,peaceville estate badore ajah lagos,9,5,4,5,1,1,0,1,8,3000000
69,ajah," harmony estate, langbasa ajah lagos",7,4,3,4,0,0,0,1,5,1200000
70,ajah," harmony estate, langbasa. ajah lagos",5,3,2,3,0,0,0,1,4,900000
71,ajah,crown estate sangotedo sangotedo ajah lagos,13,7,6,7,1,1,0,1,9,5000000
72,ajah,back of blenco supermarket sangotedo ajah lagos,5,3,2,3,1,1,1,1,4,1200000
73,ajah,rockstone estate after cooperative villa estate badore badore ajah lagos,5,3,2,3,0,0,0,1,4,900000
74,ajah,cooperative villa badore badore ajah lagos,5,3,2,3,0,0,0,1,4,900000
75,ajah,ajah lagos,7,4,3,4,0,0,0,1,5,1200000
76,ajah,badore ajah lagos,7,4,3,4,0,0,0,1,5,1200000
77,ajah,co-operation villa badore ajah lagos,5,3,2,3,0,0,0,1,4,900000
78,ajah,rockville estate badore ajah lagos,7,4,3,4,0,0,0,1,5,1200000
79,ajah,rockville estate badore ajah lagos,7,4,3,4,0,0,0,1,5,1200000
80,ajah,unity estate ado ajah lagos,7,4,3,4,0,0,0,1,5,1200000
81,ajah,virgo estate badore ajah lagos,7,4,3,4,0,0,0,1,5,1200000
82,ajah,pennisula estate sangotedo ajah lagos,7,4,3,4,0,0,0,1,5,1200000
83,ajah,goodnews estate sangotedo ajah lagos,7,4,3,4,1,0,0,1,5,1300000
84,ajah,greenville estate badore ajah lagos,7,4,3,4,0,0,0,1,5,1200000
85,ajah,even estate ado ajah lagos,5,3,2,3,0,0,0,1,4,900000
86,ajah,royal palm estate badore ajah lagos,2,1,1,1,1,1,1,1,1,500000
87,ajah,ajah lagos,9,5,4,5,1,1,0,1,8,3000000
88,ajah,greenville estate badore ajah lagos,9,5,4,5,1,1,0,1,8,3000000
89,ajah,badore ajah lagos,8,4,4,4,0,0,0,1,5,1200000
90,ajah,badore ajah lagos,6,3,3,3,0,0,0,1,4,900000
91,ajah,ado ajah lagos,5,3,2,3,0,0,0,1,4,950000
92,ajah,"lekki garden phase 2,opposite abraham adesanya abraham adesanya estate ajah lagos",7,4,3,4,1,1,1,1,5,1500000
93,ajah,badore ajah lagos,6,3,3,3,0,0,0,1,4,900000
94,ajah,... badore ajah lagos,6,3,3,3,0,0,0,1,4,900000
95,ajah,silverpoint estate badore ajah lagos,5,3,2,3,0,0,0,1,4,900000
96,ajah,hitech estate sangotedo ajah lagos,7,4,3,4,1,0,0,1,5,1300000
97,ajah,ado ajah lagos,9,5,4,5,1,1,0,1,8,3000000
98,ajah,mobile ajah lagos,9,5,4,5,1,1,0,1,8,3000000
99,ajah,green vill estate badore ajah lagos,6,3,3,3,0,0,0,1,4,900000
100,ajah,sangotedo ajah lagos,2,1,1,1,0,0,0,1,1,400000
101,ajah,badore ajah lagos,4,2,2,2,1,1,0,1,4,800000
102,ajah,badore ajah lagos,2,1,1,1,0,0,0,1,1,400000
103,ajah,- sangotedo ajah lagos,7,4,3,4,1,1,1,1,5,1500000
104,ajah,badore ajah lagos,6,3,3,3,1,1,1,1,4,1100000
105,ajah,greenville badore ajah lagos,3,2,1,2,1,1,0,1,4,800000
106,ajah,ogombo ajah lagos,2,1,1,1,1,1,1,1,1,550000
107,ajah," off mobil road, ilaje ajah lagos",7,4,3,4,0,0,0,1,5,1200000
108,ajah,badore ajah lagos,2,1,1,1,0,0,0,1,1,400000
109,ajah,awoyaya ajah lagos,9,5,4,5,1,1,0,1,8,3000000
110,ajah," fatai kaffo street,happy land estate olokonla ajah lagos",7,4,3,4,0,0,0,1,5,1200000
111,ajah,mobil estate (emerald estate) ilaje ajah lagos,9,5,4,5,1,1,0,1,8,3000000
112,ajah,- sangotedo ajah lagos,6,3,3,3,1,1,1,1,4,1200000
113,ajah,badore ajah lagos,6,3,3,3,0,0,0,1,4,900000
114,ajah,badore ajah lagos,6,3,3,3,0,0,0,1,4,900000
115,ajah,badore ajah lagos,6,3,3,3,0,0,0,1,4,900000
116,ajah," lucky osujie, lekki palm city estate ado ajah lagos",9,5,4,5,1,1,0,1,8,3000000
117,ajah,- ado ajah lagos,6,3,3,3,0,0,0,1,4,900000
118,ajah,badore ajah lagos,4,2,2,2,1,1,0,1,4,800000
119,ajah,emerald estate off mobil road ilaje ajah lagos,11,6,5,6,1,1,0,1,9,4000000
120,ajah,badore ajah lagos,6,3,3,3,0,0,0,1,4,900000
121,ajah,ado ajah lagos,2,1,1,1,0,0,0,1,1,400000
122,ajah,awoyaya ajah lagos,8,4,4,4,0,0,0,1,5,1200000
123,ajah,awoyaya ajah lagos,4,2,2,2,1,1,0,1,4,800000
124,ajah," salvation estate off addo/langbasa road, ajah lagos",3,2,1,2,1,1,0,1,4,800000
125,ajah,... badore ajah lagos,2,1,1,1,0,0,0,1,1,400000
126,ajah,badore ajah lagos,5,3,2,3,0,0,0,1,4,900000
127,ajah,badore ajah lagos,6,3,3,3,0,0,0,1,4,900000
128,ajah,alasela ogombo ajah lagos,4,2,2,2,1,1,0,1,4,800000
129,ajah,ado ajah lagos,5,3,2,3,1,1,0,1,4,1000000
130,ajah,ado ajah lagos,4,2,2,2,1,1,0,1,4,800000
131,ajah,badore ajah lagos,3,2,1,2,1,1,0,1,4,800000
132,ajah,badore ajah lagos,4,2,2,2,1,1,0,1,4,800000
133,ajah,badore ajah lagos,2,1,1,1,0,0,0,1,1,400000
134,ajah,badore ajah lagos,6,3,3,3,0,0,0,1,4,900000
135,ajah,greenville estate badore ajah lagos,7,4,3,4,0,0,0,1,5,1200000
136,ajah,badore ajah lagos,6,3,3,3,0,0,0,1,4,900000
137,ajah,badore ajah lagos,6,3,3,3,0,0,0,1,4,900000
138,ajah,badore ajah lagos,4,2,2,2,1,1,0,1,4,800000
139,ajah,... badore ajah lagos,9,5,4,5,1,1,0,1,8,3000000
140,ajah,greenville estate badore ajah lagos,5,3,2,3,0,0,0,1,4,900000
141,ajah,mobile ajah lagos,9,5,4,5,1,1,0,1,8,3000000
142,ajah,ado ajah lagos,9,5,4,5,1,1,0,1,8,3000000
143,ajah,lekki scheme 2 ajah lagos,9,5,4,5,1,1,0,1,8,3000000
144,ajah,lekki scheme 2 ajah lagos,9,5,4,5,1,1,0,1,8,3000000
145,ajah,lekki scheme 2 ajah lagos,7,4,3,4,1,1,1,1,5,1500000
146,ajah,- badore ajah lagos,4,2,2,2,1,1,0,1,4,800000
147,ajah,badore ajah lagos,6,3,3,3,0,0,0,1,4,900000
148,ajah,ado ajah lagos,4,2,2,2,1,1,0,1,4,800000
149,ajah,- badore ajah lagos,2,1,1,1,0,0,0,1,1,400000
150,ajah,ado ajah lagos,4,2,2,2,1,1,0,1,4,800000
151,ajah,badore ajah lagos,2,1,1,1,0,0,0,1,1,400000
152,ajah,lamgbasa ado ajah lagos,5,3,2,3,1,1,0,1,4,1000000
153,ajah,abraham adesanya estate ajah lagos,6,3,3,3,1,1,1,1,4,1500000
154,ajah,alaguntan ajah lagos,7,4,3,4,1,1,1,1,5,2000000
155,ajah,ajah lagos,9,5,4,5,1,1,0,1,8,3000000
156,ajah,.. sangotedo ajah lagos,7,4,3,4,0,0,0,1,5,1200000
157,ajah,badore ajah lagos,2,1,1,1,0,0,0,1,1,400000
158,ajah,badore ajah lagos,6,3,3,3,0,0,0,1,4,900000
159,ajah,... badore ajah lagos,8,4,4,4,0,0,0,1,5,1200000
160,ajah,by lekki gardens phase 2 abraham adesanya estate ajah lagos,7,4,3,4,1,1,1,1,5,2000000
161,ajah,ado ajah lagos,11,6,5,6,1,1,0,1,9,4000000
162,ajah,badore ajah lagos,6,3,3,3,0,0,0,1,4,900000
163,ajah,badore ajah lagos,4,2,2,2,1,1,0,1,4,800000
164,ajah,gold in estate badore ajah lagos,6,3,3,3,0,0,0,1,4,900000
165,ajah,badore ajah lagos,6,3,3,3,0,0,0,1,4,900000
166,ajah,thomas estate ajah lagos,6,3,3,3,1,1,0,1,4,1000000
167,ajah," idowu estate, oke ira ado ajah lagos",5,3,2,3,0,0,0,1,4,900000
168,ajah,- sangotedo ajah lagos,5,3,2,3,1,1,1,1,4,1300000
169,ajah,lbs ajah lagos,7,4,3,4,0,0,0,1,5,1200000
170,ajah,badore ajah lagos,6,3,3,3,0,0,0,1,4,900000
171,ajah,badore ajah lagos,2,1,1,1,0,0,0,1,1,400000
172,ajah,facing locuse army on ado road ado ajah lagos,6,3,3,3,0,0,0,1,4,900000
173,ajah,abraham adesanya estate ajah lagos,7,4,3,4,1,1,1,1,5,1500000
174,ajah,.. abraham adesanya estate ajah lagos,7,4,3,4,1,1,1,1,5,1500000
175,ajah,- sangotedo ajah lagos,5,3,2,3,1,1,1,1,4,1300000
176,ajah,- sangotedo ajah lagos,7,4,3,4,0,0,0,1,5,1200000
177,ajah,sangotedo ajah lagos,9,5,4,5,1,1,0,1,8,3000000
178,ajah,sangotedo ajah lagos,9,5,4,5,1,1,1,1,8,5000000
179,ajah,sangotedo ajah lagos,15,8,7,8,1,1,0,1,10,5500000
180,ajah,badore ajah lagos,4,2,2,2,1,1,0,1,4,800000
181,ajah,badore ajah lagos,8,4,4,4,1,1,1,1,5,1500000
182,ajah,badore ajah lagos,8,4,4,4,0,0,0,1,5,1200000
183,ajah,lbs sangotedo ajah lagos,15,8,7,8,1,1,0,1,10,5500000
184,ajah," mobil road, ilaje ajah lagos",9,5,4,5,1,1,0,1,8,3000000
185,ajah," opposite eco bank, pavilion estate ado road ajah ado ajah lagos",9,5,4,5,1,1,0,1,8,3000000
186,ajah,badore ajah lagos,8,4,4,4,0,0,0,1,5,1200000
187,ajah,badore ajah lagos,6,3,3,3,0,0,0,1,4,900000
188,ajah,badore ajah lagos,6,3,3,3,0,0,0,1,4,900000
189,ajah,... badore ajah lagos,6,3,3,3,0,0,0,1,4,900000
190,ajah,badore ajah lagos,5,3,2,3,0,0,0,1,4,900000
191,ajah,thomas estate thomas estate ajah lagos,7,4,3,4,1,1,1,1,5,2000000
192,ajah,sangotedo ajah lagos,5,3,2,3,1,1,1,1,4,1200000
193,ajah,... thomas estate ajah lagos,4,2,2,2,1,1,0,1,4,800000
194,ajah,badore ajah lagos,2,1,1,1,0,0,0,1,1,400000
195,ajah,badore ajah lagos,2,1,1,1,0,0,0,1,1,400000
196,ajah,kajola after lakwe lakowe ajah lagos,2,1,1,1,0,0,0,1,1,400000
197,ajah,gbetu road awoyaya off lekki epe expressway ajah lagos,12,6,6,6,1,1,0,1,9,4000000
198,ajah,west wood street. badore ajah lagos,2,1,1,1,0,0,0,1,1,400000
199,ajah,badore ajah lagos,3,2,1,2,1,1,0,1,4,800000
200,ajah,ado ajah lagos,5,3,2,3,0,0,0,1,4,900000
201,ajah,mobil road ilaje ajah lagos,9,5,4,5,1,1,0,1,8,3000000
202,ajah," harmony estate, ajah badagry badagry lagos",4,2,2,2,1,1,0,1,4,800000
203,ajah,victory park thomas estate ajah lagos,11,6,5,6,1,1,0,1,9,4000000
204,ajah,by lagos business school olokonla ajah lagos,3,2,1,2,1,1,0,1,4,800000
205,ajah,alaguntan ilaje ajah lagos,11,6,5,6,1,1,0,1,9,4000000
206,ajah,safecourt estate badore ajah lagos,7,4,3,4,1,1,1,1,5,3000000
207,ajah,lekki scheme 2 ogombo ajah lagos,9,5,4,5,1,1,0,1,8,3000000
208,ajah,badore ajah lagos,9,5,4,5,1,1,0,1,8,3000000
209,ajah,.. thomas estate ajah lagos,5,3,2,3,1,1,0,1,4,1000000
210,ajah,peninsula garden estate sangotedo ajah lagos,9,5,4,5,1,1,0,1,8,3000000
211,ajah,lagos business school olokonla ajah lagos,5,3,2,3,1,1,1,1,4,1200000
212,ajah,golden pearls estate sangotedo ajah lagos,11,6,5,6,1,1,0,1,9,4000000
213,ajah,mobil estate ilaje ajah lagos,9,5,4,5,1,1,0,1,8,3000000
214,ajah,alhaji folami street off mobil road illaje ajah ilaje ajah lagos,7,4,3,4,0,0,0,1,5,1200000
215,ajah," unity avenue estate, pump and sell addo road ajah ado ajah lagos",6,3,3,3,1,1,1,1,4,1200000
216,ajah,off mobil road illaje ajah ilaje ajah lagos,5,3,2,3,1,1,0,1,4,1000000
217,ajah,orile maroko estate opposite emerald estate mobil road illaje ajah ilaje ajah lagos,8,3,5,3,1,1,0,1,4,1000000
218,ajah,ado ajah lagos,5,3,2,3,0,0,0,1,4,900000
219,ajah,ado ajah lagos,5,3,2,3,0,0,0,1,4,900000
220,ajah,off mobile road ajiwe ajah lagos,4,2,2,2,1,1,1,1,4,1000000
221,ajah,badore ajah lagos,9,4,5,4,0,0,0,1,5,1200000
222,ajah,thomas estate ajah lagos,9,5,4,5,1,1,0,1,8,3000000
223,ajah,thomas estate ajah lagos,9,5,4,5,1,1,0,1,8,3000000
224,ajah,harmony estate lanbasa ado ajah lagos,8,4,4,4,0,0,0,1,5,1200000
225,ajah,badore ajah lagos,9,5,4,5,1,1,0,1,8,3000000
226,ajah,awoyaya awoyaya ajah lagos,9,5,4,5,1,1,0,1,8,3000000
227,ajah,abraham adesanya estate ajah lagos,2,1,1,1,0,0,0,1,1,400000
228,ajah," langbasa, addo road. ajah. ado ajah lagos",6,3,3,3,0,0,0,1,4,900000
229,ajah," greenville estate badore, ajah badore ajah lagos",6,3,3,3,0,0,0,1,4,900000
230,ajah,ajah lagos,12,6,6,6,1,1,0,1,9,4000000
231,ajah,ajah lagos,6,3,3,3,1,1,0,1,4,1000000
232,ajah,ajah lagos,10,5,5,5,1,1,1,1,8,5000000
233,ajah,ado ajah lagos,5,3,2,3,0,0,0,1,4,950000
234,ajah,mobil road immediately after emerald estate ilaje ajah lagos,7,4,3,4,0,0,0,1,5,1200000
235,ajah,value county estate near lagos business school off lekki epe expressway ajah lagos,8,4,4,4,1,0,0,1,5,1300000
236,ajah,after lbs in olokonla in ajah axis lekki. olokonla ajah lagos,7,4,3,4,0,0,0,1,5,1200000
237,ajah,opp ikota villa before ajah in lekki. lekki phase 2 lekki lagos,4,2,2,2,1,1,0,1,4,850000
238,ajah,ado ajah lagos,7,4,3,4,0,0,0,1,5,1200000
239,ajah,ado ajah lagos,7,4,3,4,0,0,0,1,5,1200000
240,ajah,peace estate badore ajah lagos,3,2,1,2,1,1,0,1,4,800000
241,ajah,ajah lagos,2,1,1,1,0,0,0,1,1,400000
242,ajah,ado ajah lagos,4,2,2,2,1,1,1,1,4,900000
243,ajah,remlek estate badore ajah badore ajah lagos,4,2,2,2,1,1,0,1,4,800000
244,ajah,badore ajah lagos,3,2,1,2,1,1,0,1,4,800000
245,ajah,badore ajah lagos,3,2,1,2,1,1,0,1,4,800000
246,ajah,badore ajah lagos,3,2,1,2,1,1,0,1,4,800000
247,ajah," iyabus plaza pump and sell area, ado ajah lagos",6,3,3,3,0,0,0,1,4,900000
248,ajah,ado ajah lagos,4,2,2,2,1,1,0,1,4,800000
249,ajah,badore ajah lagos,4,2,2,2,1,1,0,1,4,800000
250,ajah,badore ajah lagos,2,1,1,1,0,0,0,1,1,400000
251,ajah,thomas estates thomas estate ajah lagos,3,2,1,2,1,1,0,1,4,800000
252,ajah,orile maroko estate opp emerald estate mobil road illaje ajah ilaje ajah lagos,6,3,3,3,0,0,0,1,4,900000
253,ajah,ajiwe ajah lagos,4,2,2,2,1,1,1,1,4,1300000
254,ajah,badore ajah lagos,6,3,3,3,0,0,0,1,4,900000
255,ajah,around blenco supermarket before sangotedo. peninsula estate ajah lagos,7,4,3,4,1,1,1,1,5,2000000
256,ajah,around blenco supermarket before sangotedo in ajah axis lekki. peninsula estate ajah lagos,3,2,1,2,1,1,0,1,4,800000
257,ajah,after blenco supermarket before sangotedo market in ajah axis lekki. sangotedo ajah lagos,7,4,3,4,0,0,0,1,5,1200000
258,ajah,fidiso estate in kingdom hall road in abijo in ajah axis lekki. abijo ajah lagos,2,1,1,1,0,0,0,1,1,400000
259,ajah,after blenco supermarket before sangotedo market in ajah axis lekki. sangotedo ajah lagos,9,5,4,5,1,1,0,1,8,3000000
260,ajah,majek sangotedo in ajah axis lekki. sangotedo ajah lagos,3,2,1,2,1,1,0,1,4,800000
261,ajah,opp sangotedo market in ajah axis lekki. sangotedo ajah lagos,5,3,2,3,0,0,0,1,4,900000
262,ajah,opp sangotedo market in ajah axis lekki. sangotedo ajah lagos,7,4,3,4,0,0,0,1,5,1200000
263,ajah,abijo ajah lagos,2,1,1,1,1,0,0,1,1,450000
264,ajah,seaside estate badore ajah lagos,5,3,2,3,0,0,0,1,4,900000
265,ajah,ado and environs ado ajah lagos,6,3,3,3,0,0,0,1,4,900000
266,ajah,ado ajah lagos,6,3,3,3,0,0,0,1,4,900000
267,ajah,ado and environs ado ajah lagos,6,3,3,3,0,0,0,1,4,900000
268,ajah,abraham adesanya estate ajah lagos,10,5,5,5,1,1,0,1,8,3000000
269,ajah,majek sangotedo ajah lagos,2,1,1,1,0,0,0,1,1,400000
270,ajah,thomas estate ajah lagos,5,2,3,2,1,1,0,1,4,800000
271,ajah,abraham adesanya estate ajah lagos,2,1,1,1,1,1,1,1,1,1000000
272,ajah,abraham adesanya estate ajah lagos,4,2,2,2,1,1,0,1,4,800000
273,ajah,thomas estate ajah lagos,4,2,2,2,1,1,0,1,4,800000
274,ajah,thomas estate ajah lagos,3,2,1,2,1,1,0,1,4,800000
275,ajah,badore ajah lagos,5,3,2,3,0,0,0,1,4,900000
276,ajah,mobil road illaje ajah lagos state ilaje ajah lagos,9,5,4,5,1,1,1,1,8,5000000
277,ajah,good news estate sangotedo ajah lagos,10,5,5,5,1,1,1,1,8,5000000
278,ajah,lekki garden estate phase 4 lekki gardens estate ajah lagos,9,5,4,5,1,1,0,1,8,3000000
279,ajah,ajiwe ajah lagos,9,5,4,5,1,1,0,1,8,3000000
280,ajah,behind the new shoprite in sangotedo in ajah axis lekki. sangotedo ajah lagos,10,5,5,5,1,1,0,1,8,3000000
281,ajah,pump and sell bustop addo road ajah ado ajah lagos,5,3,2,3,0,0,0,1,4,900000
282,ajah,lekki palm city estate off lekki epe expressway ajah lagos,7,4,3,4,1,1,1,1,5,1700000
283,ajah,greenville estate badore ajah badore ajah lagos,2,1,1,1,1,1,1,1,1,500000
284,ajah,badore ajah lagos,4,2,2,2,1,1,1,1,4,1000000
285,ajah,off addo road marshy hill estate ado ajah lagos,6,3,3,3,1,1,1,1,4,1200000
286,ajah,bakery bustop opp rockstone estate badore road ajah badore ajah lagos,5,3,2,3,0,0,0,1,4,900000
287,ajah,before blenco supermarket in olokonla in ajah axis lekki. olokonla ajah lagos,10,5,5,5,1,1,0,1,8,3000000
288,ajah,pump and sell addo road ajah ado ajah lagos,7,4,3,4,0,0,0,1,5,1200000
289,ajah,off mobile road ajah lagos,4,2,2,2,1,1,1,1,4,1000000
290,ajah,marshy hill estate akins bustop addo road ajah ado ajah lagos,2,1,1,1,0,0,0,1,1,400000
291,ajah,marshy hill estate ado ajah lagos,7,4,3,4,0,0,0,1,5,1200000
292,ajah," ologunfe, awoyaya ajah lagos",7,4,3,4,0,0,0,1,5,1200000
293,ajah,mobil road ilaje ajah lagos,8,4,4,4,1,1,1,1,5,1500000
294,ajah,majek opp fara park after crown estate in sangotedo in ajah axis lekki. crown estate ajah lagos,8,4,4,4,0,0,0,1,5,1200000
295,ajah,ogombo ajah lagos,9,5,4,5,1,1,0,1,8,3000000
296,ajah,greenville estate badore ajah badore ajah lagos,5,3,2,3,0,0,0,1,4,900000
297,ajah,lekki palms estate lavalon hotel estate off addo road ajah ado ajah lagos,9,5,4,5,1,1,0,1,8,3000000
298,ajah,esfort estate opp mfm ajah off addo road ajah ado ajah lagos,9,5,4,5,1,1,0,1,8,3000000
299,ajah,marshy hill estate ado ajah lagos,7,4,3,4,1,0,0,1,5,1300000
300,ajah,before fara park after crown estate in sangotedo in ajah axis. crown estate ajah lagos,11,6,5,6,1,1,0,1,9,4000000
301,ajah," around crown estate, sangotedo, ajah axis, lekki. sangotedo ajah lagos",6,3,3,3,1,1,0,1,4,1000000
302,ajah,greenville estate badore ajah badore ajah lagos,5,3,2,3,0,0,0,1,4,900000
303,ajah,within an estate sangotedo ajah lagos,7,4,3,4,0,0,0,1,5,1200000
304,ajah," gated estate, addo road ado ajah lagos",5,3,2,3,1,1,0,1,4,1000000
305,ajah," gated estate, addo road ado ajah lagos",5,3,2,3,1,1,0,1,4,1000000
306,ajah,ajah ajah lagos,2,1,1,1,0,0,0,1,1,400000
307,ajah,greenville estate badore ajah lagos,4,2,2,2,1,1,0,1,4,800000
308,ajah,ado ado ajah lagos,5,3,2,3,0,0,0,1,4,900000
309,ajah,ajah lagos,6,3,3,3,1,1,0,1,4,1000000
310,ajah,gated street by junction/harmony estate bustop langbasa road addo ajah ado ajah lagos,4,2,2,2,1,1,0,1,4,800000
311,ajah,before sangotedo market in sangotedo in ajah axis lekki. sangotedo ajah lagos,6,3,3,3,0,0,0,1,4,900000
312,ajah,ajah lagos,4,2,2,2,1,1,0,1,4,800000
313,ajah,chinese road junction bustop addo - langbasa rd ajah ado ajah lagos,5,3,2,3,0,0,0,1,4,900000
314,ajah,around the new shoprite in sangotedo in ajah axis lekki. sangotedo ajah lagos,10,5,5,5,1,1,0,1,8,3000000
315,ajah,remlek estate badore ajah badore ajah lagos,2,1,1,1,1,1,1,1,1,500000
316,ajah,greenville estate badore ajah badore ajah lagos,2,1,1,1,0,0,0,1,1,400000
317,ajah,greenville estate badore ajah badore ajah lagos,2,1,1,1,1,1,1,1,1,500000
318,ajah,teran x estate near bleco super market olokonla ajah lagos,5,3,2,3,1,1,1,1,4,1100000
319,ajah,elegant court estate mobil road illaje ajah ilaje ajah lagos,7,4,3,4,0,0,0,1,5,1200000
320,ajah,royal palm will estate remlek badore ajah lagos,5,3,2,3,0,0,0,1,4,900000
321,ajah," majek, after crown estate in ajah axis lekki. crown estate ajah lagos",8,4,4,4,0,0,0,1,5,1200000
322,ajah,peninsula estate ajah lagos,7,4,3,4,1,1,1,1,5,1600000
