ID,Location,Specific Location,Amenities,Bedroom,Bathroom,Toilet,New,Duplex,Lux,Estate,rank,Price
1526,lekki,lekki lagos,8,4,4,4,1,0,0,1,7,3000000
1527,lekki,lekki lagos,6,3,3,3,1,1,0,1,7,2500000
1528,lekki,ikota lekki lagos,2,1,1,1,0,0,0,0,4,400000
1529,lekki,lekki lagos,8,4,4,4,1,0,0,1,7,3000000
1530,lekki,lekki lagos,8,4,4,4,1,1,1,1,7,3500000
1531,lekki,lekki lagos,8,4,4,4,1,1,1,1,7,4300000
1532,lekki,lekki phase 1 lekki lagos,3,2,1,2,0,0,0,0,6,1200000
1533,lekki,lekki lagos,8,4,4,4,1,1,1,1,7,3500000
1534,lekki,lekki lagos,8,4,4,4,1,0,0,1,7,3000000
1535,lekki,lekki lagos,6,3,3,3,0,0,0,0,7,1000000
1536,lekki,osapa london osapa london lekki lagos,2,1,1,1,0,0,0,0,4,500000
1537,lekki,around blenco supermarket before sangotedo in ajah axis lekki. peninsula estate ajah lagos,3,2,1,2,0,0,0,0,6,900000
1538,lekki,after blenco supermarket before sangotedo market in ajah axis lekki. sangotedo ajah lagos,7,4,3,4,0,0,0,0,7,2000000
1539,lekki,fidiso estate in kingdom hall road in abijo in ajah axis lekki. abijo ajah lagos,2,1,1,1,0,0,0,0,4,400000
1540,lekki,after blenco supermarket before sangotedo market in ajah axis lekki. sangotedo ajah lagos,9,5,4,5,0,0,0,1,9,3500000
1541,lekki,majek sangotedo in ajah axis lekki. sangotedo ajah lagos,3,2,1,2,0,0,0,0,6,900000
1542,lekki,opp sangotedo market in ajah axis lekki. sangotedo ajah lagos,5,3,2,3,0,0,0,0,7,1000000
1543,lekki,opp sangotedo market in ajah axis lekki. sangotedo ajah lagos,7,4,3,4,0,0,0,0,7,2000000
1544,lekki,orchid hotel road lekki phase 2 lekki lagos,10,5,5,5,1,0,0,1,9,4000000
1545,lekki,orchid hotel road. lekki phase 2 lekki lagos,10,5,5,5,0,0,0,1,9,3500000
1546,lekki,18 ihuntayi street off palace road oniru estate lekki phase 1 lekki lagos,6,3,3,3,1,1,1,1,7,3000000
1547,lekki,bera estate chevron lekki lagos,10,5,5,5,1,1,1,1,9,5000000
1548,lekki,lekki lagos,4,2,2,2,1,1,1,1,6,2000000
1549,lekki,innocent street igbo efon igbo efon lekki lagos,2,1,1,1,0,0,0,0,4,450000
1550,lekki,igbo efon igbo efon lekki lagos,2,1,1,1,0,0,0,0,4,400000
1551,lekki,abraham adesanya estate ajah lagos,4,2,2,2,0,0,0,0,6,900000
1552,lekki,villa estate ikota lekki lagos,6,3,3,3,0,0,0,1,7,2000000
1553,lekki,lekki garden estate phase 4 lekki gardens estate ajah lagos,9,5,4,5,0,0,0,1,9,3500000
1554,lekki," megamound estate by lekki county estate, ikota lekki lagos",11,6,5,6,0,0,0,0,10,4700000
1555,lekki,behind the new shoprite in sangotedo in ajah axis lekki. sangotedo ajah lagos,10,5,5,5,0,0,0,1,9,3500000
1556,lekki,lekki phase 1 lekki phase 1 lekki lagos,10,5,5,5,1,1,1,1,9,5600000
1557,lekki,idado estate idado lekki lagos,7,4,3,4,0,0,0,1,7,2500000
1558,lekki," behind cooplag garden, on orchid road ikota lekki lagos",6,3,3,3,0,0,0,0,7,1000000
1559,lekki,beside french colony estate off agungi - ajiran road lekki agungi lekki lagos,5,3,2,3,0,0,0,1,7,2000000
1560,lekki,ik ikate lekki lagos,8,4,4,4,1,1,1,1,7,3500000
1561,lekki,ikate elegushi ikate lekki lagos,9,5,4,5,0,0,0,1,9,3500000
1562,lekki,jakande 1st gate jakande lekki lagos,7,4,3,4,0,0,0,1,7,2500000
1563,lekki,behind nigel office lekki phase 1 lekki lagos,10,5,5,5,1,1,1,1,9,5000000
1564,lekki," ikate elegushi, ikate lekki lagos",8,4,4,4,0,0,0,0,7,2000000
1565,lekki,ikate lekki lagos,6,3,3,3,0,0,0,1,7,2200000
1566,lekki,chevy view estate chevron lekki lagos,7,4,3,4,0,0,0,0,7,2000000
1567,lekki,"bera estate, chevron. lekki phase 1 lekki lagos",9,5,4,5,0,0,0,1,9,3500000
1568,lekki,ikate lekki lagos,10,5,5,5,1,1,1,1,9,5600000
1569,lekki,lekki palm city estate off lekki epe expressway ajah lagos,7,4,3,4,0,0,0,0,7,2000000
1570,lekki,freedom way lekki phase 1 ikoyi lagos,10,5,5,5,1,1,1,1,9,5600000
1571,lekki," ikate lekki lagos, ikate lekki lagos",8,4,4,4,1,1,1,1,7,4300000
1572,lekki,ologolo ologolo lekki lagos,5,3,2,3,0,0,0,0,7,1700000
1573,lekki,lekki lagos,2,1,1,1,1,1,1,1,4,1600000
1574,lekki,ikate lekki lagos ikate lekki lagos,9,5,4,5,0,0,0,1,9,3500000
1575,lekki,kusenla road ikate lekki lagos,7,4,3,4,1,0,0,1,7,3000000
1576,lekki,lekki lagos,2,1,1,1,1,1,1,1,4,1300000
1577,lekki,lekki phase1 lekki phase 1 lekki lagos,7,4,3,4,0,0,0,1,7,2500000
1578,lekki,ikota villa estate ikota lekki lagos,7,4,3,4,0,0,0,0,7,2000000
1579,lekki,"off babatunde anjouse street, lekki phase 1 lekki lagos",5,3,2,3,1,1,0,1,7,2500000
1580,lekki,lekki phase1 lekki phase 1 lekki lagos,5,3,2,3,1,1,1,1,7,3500000
1581,lekki,oral estate lekki lagos,8,4,4,4,1,1,1,1,7,4300000
1582,lekki,ikate lekki lagos,5,3,2,3,0,0,0,1,7,2000000
1583,lekki," ikate elegushi, ikate lekki lagos",7,4,3,4,0,0,0,0,7,2000000
1584,lekki,lekki phase1 lekki phase 1 lekki lagos,7,4,3,4,1,1,1,1,7,4300000
1585,lekki," ogunfayo mini estate awoyaya, awoyaya ibeju lekki lagos",10,5,5,5,0,0,0,1,9,3500000
1586,lekki,jakande lekki lagos,8,4,4,4,1,1,1,1,7,3800000
1587,lekki,lekki lagos,8,4,4,4,0,0,0,1,7,2700000
1588,lekki,osapa london lekki lagos,9,5,4,5,1,1,1,1,9,5000000
1589,lekki,osapa osapa london lekki lagos,9,5,4,5,0,0,0,1,9,3600000
1590,lekki,chevron lekki lagos,8,4,4,4,1,1,1,1,7,3500000
1591,lekki,chevron lekki lagos,8,4,4,4,1,1,1,1,7,3500000
1592,lekki,osapa osapa london lekki lagos,10,5,5,5,0,0,0,1,9,3500000
1593,lekki,chevron lekki lagos,9,5,4,5,0,0,0,1,9,3500000
1594,lekki," ikota villa estate, ikota lekki lagos",11,5,6,5,1,1,1,1,9,5600000
1595,lekki,lekki phase 1 lekki lagos,10,5,5,5,1,1,1,1,9,5600000
1596,lekki,ikota villa gra ikota lekki lagos,5,3,2,3,0,0,0,0,7,1500000
1597,lekki,majek opp fara park after crown estate in sangotedo in ajah axis lekki. crown estate ajah lagos,8,4,4,4,0,0,0,0,7,2000000
1598,lekki,bera chevron lekki lagos,8,4,4,4,0,0,0,0,7,2000000
1599,lekki,dr alakija lekki phase 1 lekki lagos,8,4,4,4,1,0,0,1,7,3000000
1600,lekki,alternative route chevron lekki lagos,9,5,4,5,0,0,0,1,9,3500000
1601,lekki,ologolo ologolo lekki lagos,3,2,1,2,0,0,0,0,6,1000000
1602,lekki,ikate lekki lagos,9,5,4,5,1,0,1,1,9,4500000
1603,lekki,bera estate chevron lekki lagos,7,4,3,4,0,0,0,0,7,2000000
1604,lekki,lekki palms estate lavalon hotel estate off addo road ajah ado ajah lagos,9,5,4,5,0,0,0,1,9,3500000
1605,lekki,lekki lagos,4,2,2,2,1,1,1,1,6,2000000
1606,lekki,agungi road lekki lagos,2,1,1,1,0,0,0,1,4,800000
1607,lekki,southern view estate beside lekki conservation center opp chevron lekki peninsula lekki chevron lekki lagos,2,1,1,1,0,0,0,1,4,900000
1608,lekki,chevy view lekki lagos,11,6,5,6,0,0,0,0,10,4700000
1609,lekki,chevron drive chevron lekki lagos,7,4,3,4,0,0,0,0,7,2400000
1610,lekki,lekki lagos,10,5,5,5,1,1,1,1,9,5600000
1611,lekki,salem lekki phase 1 lekki lagos,7,4,3,4,0,0,0,0,7,2000000
1612,lekki,off castle and temple off admiralty road lekki phase 1 lekki lagos,7,4,3,4,1,1,1,1,7,4300000
1613,lekki,off road 14 lekki phase 1 lekki lagos,7,4,3,4,1,0,0,1,7,3000000
1614,lekki,ikate lekki lagos,10,5,5,5,1,1,1,1,9,5600000
1615,lekki,chevron lekki lagos,8,4,4,4,1,1,1,1,7,3500000
1616,lekki,lekki lagos,4,2,2,2,1,1,1,1,6,2000000
1617,lekki," around crown estate, sangotedo, ajah axis, lekki. sangotedo ajah lagos",6,3,3,3,0,0,0,0,7,1000000
1618,lekki," not far from pinnock beach estate, jakande, lekki osapa london lekki lagos",6,3,3,3,1,1,0,1,7,2500000
1619,lekki,oral estate lekki lagos,10,5,5,5,1,0,1,1,9,4500000
1620,lekki,estate osapa london lekki lagos,2,1,1,1,0,0,0,1,4,850000
1621,lekki,osapa osapa london lekki lagos,2,1,1,1,1,0,0,1,4,1200000
1622,lekki,ikate elegushi ikate lekki lagos,5,3,2,3,0,0,0,1,7,2000000
1623,lekki,lekki phase 2 lekki phase 2 lekki lagos,9,5,4,5,0,0,0,1,9,3500000
1624,lekki,chevy view estate chevron lekki lagos,11,6,5,6,0,0,0,0,10,5000000
1625,lekki,lekki paradise estate chevron lekki lagos,9,5,4,5,1,1,1,1,9,5000000
1626,lekki,osapa london lekki lagos,12,6,6,6,1,1,0,1,10,6200000
1627,lekki," ikate elegushi, ikate lekki lagos",6,3,3,3,1,1,1,1,7,3000000
1628,lekki,ikate lekki lagos ikate lekki lagos,5,3,2,3,1,1,0,1,7,2500000
1629,lekki,osapa osapa london lekki lagos,2,1,1,1,0,0,0,0,4,600000
1630,lekki,lekki phase 1 lekki lagos,10,5,5,5,1,1,1,1,9,5600000
1631,lekki,chevron lekki lagos,9,5,4,5,1,0,1,1,9,4500000
1632,lekki,"off freedom way, lekki phase 1 lekki phase 1 lekki lagos",3,2,1,2,0,0,0,0,6,1400000
1633,lekki,ikota villa estate ikota lekki lagos,7,4,3,4,0,0,0,0,7,2000000
1634,lekki,5 street estate osapa london lekki lagos,2,1,1,1,0,0,0,0,4,400000
1635,lekki,osapa london osapa london lekki lagos,5,3,2,3,0,0,0,0,7,1800000
1636,lekki,agungi agungi lekki lagos,7,4,3,4,0,0,0,1,7,2500000
1637,lekki,chevy view estate chevron lekki lagos,7,4,3,4,0,0,0,0,7,2200000
1638,lekki,igbo efon by eti osa lg igbo efon lekki lagos,5,3,2,3,0,0,0,0,7,1000000
1639,lekki,lekki lagos,8,4,4,4,1,1,1,1,7,3500000
1640,lekki,osapa london osapa london lekki lagos,2,1,1,1,0,0,0,1,4,1100000
1641,lekki,lekki ph1 estate lagos. lekki phase 1 lekki lagos,7,4,3,4,1,1,1,1,7,4300000
1642,lekki,osapa london lekki lagos,6,3,3,3,0,0,0,1,7,2000000
1643,lekki,oceanestate ologolo lekki lagos,8,4,4,4,0,0,0,0,7,2000000
1644,lekki,ocean breeze ologolo lekki lagos,10,5,5,5,0,0,0,1,9,3500000
1645,lekki,agungi agungi lekki lagos,3,1,2,1,1,1,1,1,4,2000000
1646,lekki,lekki lagos,2,1,1,1,1,1,1,1,4,1600000
1647,lekki,before blenco supermarket in olokonla in ajah axis lekki. olokonla ajah lagos,10,5,5,5,0,0,0,1,9,3500000
1648,lekki," ikate elegushi, lekki lagos",2,1,1,1,0,0,0,0,4,500000
1649,lekki,before sangotedo market in sangotedo in ajah axis lekki. sangotedo ajah lagos,6,3,3,3,0,0,0,0,7,1000000
1650,lekki,off kusenla ikate lekki lagos,9,5,4,5,0,0,0,1,9,3500000
1651,lekki,off admiralty road lekki phase 1 lekki lagos,8,4,4,4,1,1,1,1,7,4300000
1652,lekki,by mobolaji johnson lekki phase 1 lekki lagos,7,4,3,4,1,1,1,1,7,3500000
1653,lekki,around the new shoprite in sangotedo in ajah axis lekki. sangotedo ajah lagos,10,5,5,5,0,0,0,1,9,3500000
1654,lekki,. ologolo lekki lagos,7,4,3,4,1,0,0,1,7,3200000
1655,lekki,lekki phase 1 lekki lagos,2,1,1,1,1,1,1,1,4,1500000
1656,lekki,close to the spar ikate lekki lagos,8,4,4,4,1,0,0,1,7,3000000
1657,lekki,lekki right lekki phase 1 lekki lagos,7,4,3,4,1,1,1,1,7,3800000
1658,lekki,ikota lekki lagos,8,4,4,4,1,0,0,1,7,3000000
1659,lekki,ikota ikota lekki lagos,8,4,4,4,1,1,1,1,7,3500000
1660,lekki,lekki phase 1 lekki lagos,8,5,3,5,0,0,0,1,9,3500000
1661,lekki,"oladimeji alo street, lekki phase 1 lekki lagos",11,6,5,6,0,0,0,0,10,5000000
1662,lekki,off kazim osapa london lekki lagos,6,3,3,3,0,0,0,1,7,2000000
1663,lekki,- osapa london lekki lagos,2,1,1,1,0,0,0,0,4,500000
1664,lekki,lekki lekki phase 1 lekki lagos,8,4,4,4,0,0,0,1,7,2500000
1665,lekki,lekki phase one lekki phase 1 lekki lagos,5,3,2,3,1,1,1,1,7,3000000
1666,lekki,agungi lekki lagos,6,3,3,3,0,0,0,0,7,1800000
1667,lekki," idado, lekki idado lekki lagos",5,3,2,3,0,0,0,0,7,1500000
1668,lekki,fubara green igbo efon lekki lagos,4,2,2,2,0,0,0,0,6,1200000
1669,lekki,ikate ikate lekki lagos,11,6,5,6,0,0,0,1,10,6000000
1670,lekki," valley stream estate, osapa london lekki lagos",9,5,4,5,0,0,0,1,9,3500000
1671,lekki,.. idado lekki lagos,2,1,1,1,0,0,0,1,4,1000000
1672,lekki,lekki paradise chevron lekki lagos,8,4,4,4,1,0,0,1,7,3000000
1673,lekki,agungi agungi lekki lagos,2,1,1,1,0,0,0,0,4,450000
1674,lekki," lekki palm city estate, off ado road, ajah, lagos. badore ajah lagos",9,5,4,5,0,0,0,1,9,3500000
1675,lekki,off chevron drive chevron lekki lagos,7,4,3,4,1,0,0,1,7,3000000
1676,lekki,chevron drive chevron lekki lagos,7,4,3,4,1,1,1,1,7,3500000
1677,lekki,lekki phase 1 lekki lagos,6,3,3,3,1,1,1,1,7,3000000
1678,lekki,lekki lagos,2,1,1,1,1,1,1,1,4,1700000
1679,lekki,off admiralty road lekki phase 1 lekki lagos,9,5,4,5,1,1,1,1,9,5600000
1680,lekki,agungi lekki lagos,6,3,3,3,0,0,0,0,7,1800000
1681,lekki,osapa london lekki lagos,9,5,4,5,0,0,0,1,9,3500000
1682,lekki,lafiaji road ikota lekki lagos,9,5,4,5,0,0,0,1,9,3500000
1683,lekki,. lekki lagos,6,3,3,3,0,0,0,1,7,2000000
1684,lekki,lekki county ikota lekki lagos,8,4,4,4,1,1,1,1,7,4300000
1685,lekki,lekki phase 2 lekki phase 2 lekki lagos,9,5,4,5,0,0,0,1,9,3500000
1686,lekki,osapa london lekki lagos,11,6,5,6,0,0,0,0,10,4700000
1687,lekki," ikate elegushi, ikate lekki lagos",2,1,1,1,0,0,0,0,4,400000
1688,lekki,vgc lekki lagos,12,7,5,7,0,0,0,0,10,5500000
1689,lekki,fola osibo. lekki phase 1 lekki lagos,13,7,6,7,1,1,0,1,10,6800000
1690,lekki,fatai arobike lekki phase 1 lekki lagos,2,1,1,1,1,1,1,1,4,1500000
1691,lekki,ikate lekki lagos,8,4,4,4,1,0,0,1,7,3000000
1692,lekki,elegushi ikate lekki lagos,10,5,5,5,0,0,0,1,9,3500000
1693,lekki,off admiralty road lekki phase 1 lekki lagos,9,5,4,5,1,1,1,1,9,5600000
1694,lekki,lekki phase 1 lekki phase 1 lekki lagos,2,1,1,1,1,1,1,1,4,1600000
1695,lekki,osapa osapa london lekki lagos,2,1,1,1,0,0,0,0,4,600000
1696,lekki," majek after fara park, after crown estate in ajah axis lekki. crown estate ajah lagos",6,3,3,3,0,0,0,0,7,1000000
1697,lekki,lbs lekki phase 2 lekki lagos,8,4,4,4,0,0,0,0,7,2000000
1698,lekki,ikate lekki lagos,7,4,3,4,0,0,0,0,7,2300000
1699,lekki,lekki lagos,4,2,2,2,1,1,1,1,6,2000000
1700,lekki,ilasan lekki lagos,7,4,3,4,0,0,0,0,7,2000000
1701,lekki,lekki phase 2 lekki lagos,2,1,1,1,0,0,0,0,4,650000
1702,lekki,fola osibo lekki phase 1 lekki lagos,13,7,6,7,1,1,0,1,10,6800000
1703,lekki,close to the spar ikate lekki lagos,8,4,4,4,1,0,0,1,7,3000000
1704,lekki,agungi lekki lagos,2,1,1,1,0,0,0,1,4,1000000
1705,lekki,megamound estate ikota lekki lagos,9,5,4,5,1,1,1,1,9,5600000
1706,lekki,orchid road ikota lekki lagos,8,4,4,4,1,0,0,1,7,3000000
1707,lekki,osapa osapa london lekki lagos,7,4,3,4,0,0,0,0,7,2000000
1708,lekki,osapa osapa london lekki lagos,11,6,5,6,1,1,0,1,10,6200000
1709,lekki,chevron chevron lekki lagos,9,5,4,5,0,0,0,1,9,3500000
1710,lekki," ikate elegushi, ikate lekki lagos",7,4,3,4,0,0,0,1,7,2500000
1711,lekki,igbo efon lekki lagos,7,4,3,4,0,0,0,0,7,2000000
1712,lekki,lekki paradise 3 estate chevron lekki lagos,7,4,3,4,0,0,0,1,7,2500000
1713,lekki,ikota villa estate ikota lekki ikota lekki lagos,2,1,1,1,0,0,0,0,4,500000
1714,lekki,lekki lagos lekki phase 1 lekki lagos,8,4,4,4,0,0,0,1,7,2800000
1715,lekki," united estate, sangotedo, ajah axis, lekki. sangotedo ajah lagos",4,2,2,2,0,0,0,0,6,900000
1716,lekki,off osapa agungi lekki lagos,2,1,1,1,0,0,0,1,4,850000
1717,lekki,orchid road ikota lekki lagos,8,4,4,4,1,0,0,1,7,3000000
1718,lekki," majek, opposite fara park, in ajah axis lekki. crown estate ajah lagos",4,2,2,2,0,0,0,0,6,900000
1719,lekki," megamound avenue, ikota villa estate lekki lagos",11,6,5,6,0,0,0,0,10,4700000
1720,lekki,ibeju lekki lagos,2,1,1,1,0,0,0,0,4,400000
1721,lekki,. lekki phase 1 lekki lagos,8,4,4,4,0,0,0,1,7,2500000
1722,lekki,osapa london lekki lagos,6,3,3,3,0,0,0,0,7,1500000
1723,lekki,ikate lekki lagos,10,5,5,5,1,1,1,1,9,5600000
1724,lekki,victory park osapa london lekki lagos,12,6,6,6,1,1,0,1,10,6200000
1725,lekki,lekki phase 1 lekki phase 1 lekki lagos,7,4,3,4,1,1,1,1,7,4000000
1726,lekki,yeye olofin street lekki phase 1 lekki lagos,4,2,2,2,1,0,0,1,6,1700000
1727,lekki,ikate lekki lagos,4,2,2,2,1,1,1,1,6,3000000
1728,lekki,ikate lekki lagos,8,4,4,4,1,1,1,1,7,4300000
1729,lekki,osapa osapa london lekki lagos,2,1,1,1,0,0,0,1,4,800000
1730,lekki,spg road ologolo lekki lagos,2,1,1,1,1,0,0,1,4,1200000
1731,lekki,idado estate lekki lagos idado lekki lagos,7,4,3,4,0,0,0,0,7,2000000
1732,lekki,osapa osapa london lekki lagos,2,1,1,1,0,0,0,0,4,500000
1733,lekki," estate, agungi lekki lagos",2,1,1,1,0,0,0,0,4,400000
1734,lekki,idado idado lekki lagos,7,4,3,4,0,0,0,0,7,2000000
1735,lekki,before blenco supermarket in olokonla in ajah axis lekki. olokonla ajah lagos,6,3,3,3,0,0,0,0,7,1000000
1736,lekki,ikate lekki lagos,8,4,4,4,1,0,0,1,7,3000000
1737,lekki,ologolo road ologolo lekki lagos,7,4,3,4,0,0,0,1,7,2500000
1738,lekki,off admiralty lekki phase 1 lekki lagos,7,4,3,4,0,0,0,0,7,2200000
1739,lekki,orchid road lekki lagos,9,5,4,5,1,0,0,1,9,4000000
1740,lekki," idado ext., agungi lekki lagos",2,1,1,1,0,0,0,0,4,400000
1741,lekki,.. idado lekki lagos,2,1,1,1,0,0,0,1,4,900000
1742,lekki,.. idado lekki lagos,2,1,1,1,0,0,0,0,4,700000
1743,lekki," ikota gra, ikota villa ikota lekki lagos",5,3,2,3,0,0,0,0,7,1700000
1744,lekki,shoprite road osapa london lekki lagos,3,2,1,2,0,0,0,1,6,1500000
1745,lekki,atlantic view estate alpha beach road lekki lagos,2,1,1,1,0,0,0,0,4,500000
1746,lekki,lekki scheme 2 abraham adesanya ogombo road ajah ogombo ajah lagos,5,3,2,3,0,0,0,0,7,1000000
1747,lekki,agungi lekki lagos,2,1,1,1,0,0,0,1,4,850000
1748,lekki,southern view estate ikota lekki lagos,3,2,1,2,0,0,0,0,6,900000
1749,lekki,lekki scheme 2 abraham adesanya ogombo road ajah ilaje ajah lagos,7,4,3,4,0,0,0,0,7,2000000
1750,lekki,off ayo babatunde street oniru lekki phase 1 lekki lagos,7,4,3,4,1,0,0,1,7,3000000
1751,lekki,osapa london lekki lagos,7,4,3,4,0,0,0,0,7,2000000
1752,lekki," oceanbay estate, lafiaji chevron lekki lagos",7,4,3,4,1,1,1,1,7,4000000
1753,lekki,eleganza gardens vgc lekki lagos,7,4,3,4,0,0,0,0,7,2000000
1754,lekki,12e admiralty way opposite skybox lekki phase 1 lekki lagos,2,1,1,1,1,1,1,1,4,1300000
1755,lekki,12e admiralty way opposite skybox lekki phase 1 lekki lagos,2,1,1,1,0,0,0,1,4,1000000
1756,lekki,chevron lekki lagos,10,5,5,5,1,0,0,1,9,4000000
1757,lekki,chevron lekki lagos,10,5,5,5,1,0,0,1,9,4000000
1758,lekki,hi lekki phase 1 lekki lagos,2,1,1,1,1,1,1,1,4,1500000
1759,lekki,h lekki phase 1 lekki lagos,2,1,1,1,1,1,1,1,4,1400000
1760,lekki,lekki phase 1 lekki lagos,11,6,5,6,0,0,0,1,10,6000000
1761,lekki,lekki phase 1 lekki lagos,9,5,4,5,1,1,1,1,9,5600000
1762,lekki,lekki phase 1 lekki phase 1 lekki lagos,15,8,7,8,1,1,0,1,10,7000000
1763,lekki,off platinum way lekki phase 2 lekki phase 2 lekki lagos,9,5,4,5,0,0,0,1,9,3500000
1764,lekki,chervon alternative road lekki lagos. chevron lekki lagos,12,6,6,6,1,1,0,1,10,6200000
1765,lekki," safe court estate ikate,elegushi lekki. ikate lekki lagos",7,4,3,4,1,0,0,1,7,3000000
1766,lekki," safe court estate ikate, elegushi lekki, ikate lekki lagos",7,4,3,4,1,0,0,1,7,3000000
1767,lekki,horizon 11 estate via meadow hall way. ikate lekki lagos,7,4,3,4,0,0,0,1,7,2750000
1768,lekki," lekki palm city estate, opposite ecobank ado road ajah lagos ado ajah lagos",5,3,2,3,0,0,0,0,7,1400000
1769,lekki,off orchid hotel road chevron lekki lagos,9,5,4,5,0,0,0,1,9,3500000
1770,lekki,34 agungi road agungi lekki lagos,5,2,3,2,1,1,1,1,6,3000000
1771,lekki,chief collins lekki phase 1 lekki lagos,3,1,2,1,1,0,0,1,4,1200000
1772,lekki,oba amusa adebambo avenue agungi lekki lagos,2,1,1,1,0,0,0,0,4,400000
1773,lekki,"25, ganiu eletu, street awoyaya eputu ibeju lekki lagos",4,2,2,2,0,0,0,0,6,900000
1774,lekki,idado estate idado lekki lagos,5,3,2,3,1,1,0,1,7,2500000
1775,lekki,ikate ikate lekki lagos,5,3,2,3,0,0,0,1,7,2000000
1776,lekki," shoprite road, osapa london lekki lagos",2,1,1,1,0,0,0,0,4,750000
1777,lekki,lekki phase 1 lekki phase 1 lekki lagos,2,1,1,1,0,0,0,1,4,1000000
1778,lekki," idado ext., idado lekki lagos",2,1,1,1,0,0,0,0,4,700000
1779,lekki,.. igbo efon lekki lagos,2,1,1,1,0,0,0,0,4,400000
1780,lekki,shoprite road osapa london lekki lagos,5,3,2,3,0,0,0,1,7,2000000
1781,lekki,- igbo efon lekki lagos,3,2,1,2,0,0,0,0,6,900000
1782,lekki,megamound estate lekki country homes ikota ikota lekki lagos,11,6,5,6,0,0,0,0,10,4700000
1783,lekki,2nd avenue lekki phase 1 lekki lagos,6,3,3,3,0,0,0,0,7,1800000
1784,lekki,2 avenue lekki phase 1 lekki lagos,8,4,4,4,0,0,0,0,7,2000000
1785,lekki,.. ologolo lekki lagos,6,3,3,3,0,0,0,0,7,1500000
1786,lekki,horizon 11 estate via meadow hall way ikate elegushi. ikate lekki lagos,7,4,3,4,0,0,0,1,7,2750000
1787,lekki,lekki phase 1 lekki lagos,5,3,2,3,1,1,1,1,7,2800000
1788,lekki,lekki phase 1 lekki lagos,11,6,5,6,0,0,0,1,10,6000000
1789,lekki,prince olanrewaju elegushi street ikate lekki lagos,5,3,2,3,0,0,0,0,7,1000000
1790,lekki,chevron lekki phase 1 lekki lagos,2,1,1,1,0,0,0,1,4,800000
1791,lekki," ikate elegushi, lekki lagos",2,1,1,1,0,0,0,1,4,800000
1792,lekki,no 7 bello close chevy view estate chevron lekki lagos,12,6,6,6,0,0,0,0,10,5000000
1793,lekki,chevron lekki lagos,2,1,1,1,1,1,1,1,4,1500000
1794,lekki,chevron lekki lagos,5,3,2,3,0,0,0,1,7,2000000
1795,lekki," after forte oil before abraham adesanya roundabout, lekki expressway lekki lagos",2,1,1,1,0,0,0,0,4,400000
1796,lekki,lekki phase 1 lekki lagos,4,2,2,2,0,0,0,0,6,1200000
1797,lekki," main elesekan town road, bogije ibeju lekki lagos",7,4,3,4,0,0,0,0,7,2000000
1798,lekki," victoria bay estate, lafiaji lekki lagos",5,3,2,3,1,1,0,1,7,2500000
1799,lekki," victoria bay estate, lafiaji lekki lagos",7,4,3,4,0,0,0,1,7,2900000
1800,lekki," ibrahim odo close, by friend colony gate, off agungi road agungi lekki lagos",9,5,4,5,0,0,0,1,9,3500000
1801,lekki,lekki phase 1 lekki lagos,2,1,1,1,1,1,1,1,4,1900000
1802,lekki,lekki phase 1 lekki phase 1 lekki lagos,4,2,2,2,0,0,0,0,6,1200000
1803,lekki,agungi agungi lekki lagos,5,3,2,3,0,0,0,0,7,1800000
1804,lekki,meadow hall way ikate lekki lagos,2,1,1,1,0,0,0,1,4,1000000
1805,lekki," rdp apartments, beechwood park estate, lekki express way ibeju- lekki eleko ibeju lekki lagos",6,3,3,3,0,0,0,0,7,1000000
1806,lekki,palm spring road ikate lekki lagos,6,3,3,3,1,1,1,1,7,3500000
1807,lekki,by pinnacle filling station lekki phase 1 lekki lagos,11,6,5,6,1,1,0,1,10,6200000
1808,lekki,lake view estate orchid road estate lekki phase 1 lekki lagos,7,4,3,4,0,0,0,1,7,2500000
1809,lekki,bakare estate agungi lekki lagos,2,1,1,1,0,0,0,0,4,650000
1810,lekki,ologolo lekki lagos,9,5,4,5,0,0,0,1,9,3500000
1811,lekki,ikota ikota lekki lagos,9,5,4,5,0,0,0,1,9,3500000
1812,lekki,off fola osibo lekki phase 1 lekki lagos,7,4,3,4,0,0,0,1,7,2700000
1813,lekki," earls court, ikate elegushi ikate lekki lagos",10,5,5,5,1,1,1,1,9,5600000
1814,lekki,hakeem dickson lekki phase 1 lekki lagos,2,1,1,1,0,0,0,1,4,1000000
1815,lekki," chevron drive, chevron lekki lagos",2,1,1,1,0,0,0,0,4,600000
1816,lekki,lekki phase 1 lekki phase 1 lekki lagos,5,3,2,3,1,1,0,1,7,2500000
1817,lekki," ikate elegushi, ikate lekki lagos",2,1,1,1,1,1,1,1,4,2000000
1818,lekki,adiva estate ibeju lekki lagos,6,3,3,3,0,0,0,0,7,1000000
1819,lekki,adiva estate ibeju lekki lagos,6,3,3,3,0,0,0,0,7,1000000
1820,lekki,olanrewaju elegushi street ilasan lekki lagos,5,3,2,3,0,0,0,0,7,1000000
1821,lekki,ologolo lekki lagos,9,5,4,5,0,0,0,1,9,3500000
1822,lekki,ologolo lekki lagos,9,5,4,5,0,0,0,1,9,3500000
1823,lekki,located at ikota villa estate behind mega chicken ikota lekki lagos,9,5,4,5,0,0,0,1,9,3500000
